Vaccine,Geography Type,Geography,FIPS,Season/Survey Year,Month,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,10,Race and Ethnicity,"Black, Non-Hispanic",20.7,16.2 to 25.2,1016
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,9,Race and Ethnicity,"Black, Non-Hispanic",8.1,5.0 to 11.2,1016
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,4,Age,18-64 Years not at High Risk,26.7,24.3 to 29.1,2164
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,3,Age,>=65 Years,62.3,58.2 to 66.4,1416
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,11,Age,18-64 Years,23.2,21.2 to 25.2,2839
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,10,Age,18-64 Years,18.0,16.4 to 19.6,2839
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,9,Age,18-64 Years,6.4,5.4 to 7.4,2839
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,8,Age,18-64 Years,1.4,0.8 to 2.0,2839
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,7,Age,18-64 Years,NR †,NR †,2839
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,5,Age,18-64 Years,32.2,28.7 to 35.7,1537
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,3,Race and Ethnicity,"White, Non-Hispanic",52.9,50.0 to 55.8,4324
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,7,Age,18-49 Years at High Risk,NR †,NR †,282
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,5,Age,18-49 Years at High Risk,28.7,20.3 to 37.1,232
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,1,Age,18-49 Years at High Risk,23.9,17.0 to 30.8,232
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,2,Age,18-49 Years at High Risk,26.4,19.0 to 33.8,232
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,3,Age,18-49 Years at High Risk,26.4,19.0 to 33.8,232
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,4,Age,18-49 Years at High Risk,28.7,20.3 to 37.1,232
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,8,Race and Ethnicity,"Black, Non-Hispanic",2.5,1.1 to 3.9,1016
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,7,Race and Ethnicity,"Black, Non-Hispanic",NR †,NR †,1016
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,5,Race and Ethnicity,"Black, Non-Hispanic",47.5,37.1 to 57.9 ‡,859
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,4,Race and Ethnicity,"Black, Non-Hispanic",47.2,36.9 to 57.5 ‡,859
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,3,Race and Ethnicity,"Black, Non-Hispanic",40.9,33.5 to 48.3,859
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,2,Race and Ethnicity,"Black, Non-Hispanic",37.0,30.6 to 43.4,859
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,1,Race and Ethnicity,"Black, Non-Hispanic",36.0,29.6 to 42.4,859
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,12,Age,18-64 Years not at High Risk,24.2,22.0 to 26.4,2164
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,1,Age,18-64 Years not at High Risk,25.7,23.3 to 28.1,2164
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,2,Age,18-64 Years not at High Risk,26.4,24.0 to 28.8,2164
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,3,Age,18-64 Years not at High Risk,26.4,24.0 to 28.8,2164
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,12,Age,>=65 Years,53.3,49.6 to 57.0,1565
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,1,Age,>=65 Years,55.5,51.8 to 59.2,1565
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,2,Age,>=65 Years,57.2,53.3 to 61.1,1565
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,3,Age,>=65 Years,58.5,54.4 to 62.6,1565
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,4,Age,>=65 Years,59.1,54.8 to 63.4,1565
Seasonal Influenza,States/Local Areas,Illinois,17,2011-12,5,Age,>=65 Years,59.1,54.8 to 63.4,1565
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,8,Age,>=65 Years,0.9,0.5 to 1.3,1416
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,8,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",3.6,1.9 to 5.3,720
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,9,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",15.5,8.9 to 22.1,720
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,10,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",34.1,26.3 to 41.9,720
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,11,Age,>=65 Years,53.9,50.0 to 57.8,1416
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,12,Age,>=65 Years,57.6,53.7 to 61.5,1416
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,1,Age,>=65 Years,60.6,56.7 to 64.5,1416
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,2,Age,>=65 Years,62.0,57.9 to 66.1,1416
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,9,Age,>=65 Years,10.4,8.2 to 12.6,1416
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,10,Age,>=65 Years,41.6,37.9 to 45.3,1416
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,5,Race and Ethnicity,"Black, Non-Hispanic",43.6,37.0 to 50.2,1016
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,4,Race and Ethnicity,"Black, Non-Hispanic",42.1,36.1 to 48.1,1016
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,3,Race and Ethnicity,"Black, Non-Hispanic",41.7,35.7 to 47.7,1016
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,8,Race and Ethnicity,Hispanic,NR †,NR †,1029
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,9,Race and Ethnicity,Hispanic,6.0,3.4 to 8.6,1029
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,7,Age,18-64 Years,NR †,NR †,2768
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,8,Age,18-64 Years,1.7,1.1 to 2.3,2768
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,9,Age,18-64 Years,6.6,5.4 to 7.8,2768
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,5,Age,>=65 Years,65.0,59.3 to 70.7,1416
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,8,Age,>=65 Years,NR †,NR †,1472
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,9,Age,>=65 Years,13.6,11.2 to 16.0,1472
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,10,Age,>=65 Years,41.5,38.2 to 44.8,1472
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,11,Age,>=65 Years,53.0,49.5 to 56.5,1472
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,1,6 Months - 17 Years,School,0.5,0.2 to 1.2,2563
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,1,6 Months - 17 Years,School,1.3,0.8 to 2.2,2069
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,10,Age,18-64 Years not at High Risk,16.7,14.7 to 18.7,2164
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,4,Age,>=65 Years,62.6,58.5 to 66.7,1416
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,9,Age,18-49 Years at High Risk,8.0,4.5 to 11.5,282
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,10,Age,18-49 Years at High Risk,19.1,13.8 to 24.4,282
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,10,Race and Ethnicity,Hispanic,16.1,11.0 to 21.2,1029
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,11,Race and Ethnicity,Hispanic,31.4,23.3 to 39.5,1029
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,12,Race and Ethnicity,Hispanic,34.2,26.1 to 42.3,1029
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,1,Race and Ethnicity,Hispanic,35.0,26.8 to 43.2,1029
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,2,Race and Ethnicity,Hispanic,38.8,30.4 to 47.2,1029
Seasonal Influenza,States/Local Areas,Illinois,17,2010-11,3,Race and Ethnicity,Hispanic,43.8,34.7 to 52.9,1029
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,5,Age,>=65 Years,60.3,56.6 to 64.0,1472
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,7,Age,>=65 Years,NR †,NR †,1371
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,12,Age,>=65 Years,55.8,52.3 to 59.3,1472
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,1,Age,>=65 Years,58.7,55.2 to 62.2,1472
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,2,Age,>=65 Years,59.7,56.0 to 63.4,1472
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,3,Age,>=65 Years,60.3,56.6 to 64.0,1472
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,4,Age,>=65 Years,60.3,56.6 to 64.0,1472
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,8,Race and Ethnicity,"White, Non-Hispanic",1.6,1.1 to 2.1,4324
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,7,Race and Ethnicity,"White, Non-Hispanic",NR †,NR †,4324
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,5,Race and Ethnicity,"White, Non-Hispanic",60.8,54.6 to 67.0,4006
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,4,Race and Ethnicity,"White, Non-Hispanic",57.5,54.6 to 60.4,4006
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,3,Race and Ethnicity,"White, Non-Hispanic",57.1,54.2 to 60.0,4006
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,7,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR †,NR †,676
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,8,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR †,NR †,676
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,9,Race and Ethnicity,"White, Non-Hispanic",10.8,9.3 to 12.3,4324
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,12,Age,18-64 Years not at High Risk,28.6,25.9 to 31.3,1941
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,1,Age,18-64 Years not at High Risk,32.0,28.9 to 35.1,1941
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,2,Age,18-64 Years not at High Risk,33.1,30.0 to 36.2,1941
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,3,Age,18-64 Years not at High Risk,33.8,30.5 to 37.1,1941
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,4,Age,18-64 Years not at High Risk,33.9,30.6 to 37.2,1941
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,7,Age,18-64 Years not at High Risk,NR †,NR †,2113
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,5,Age,18-64 Years not at High Risk,33.9,30.6 to 37.2,1941
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,8,Race and Ethnicity,"Black, Non-Hispanic",4.4,2.6 to 6.2,870
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,9,Race and Ethnicity,"Black, Non-Hispanic",10.4,7.8 to 13.0,870
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,10,Race and Ethnicity,"Black, Non-Hispanic",20.0,16.3 to 23.7,870
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,12,Race and Ethnicity,"Black, Non-Hispanic",26.4,22.1 to 30.7,870
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,11,Race and Ethnicity,"Black, Non-Hispanic",25.1,20.9 to 29.3,870
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,8,Age,18-64 Years,0.9,0.5 to 1.3,2609
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,9,Age,18-64 Years,6.0,4.8 to 7.2,2609
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,10,Age,18-64 Years,21.0,19.0 to 23.0,2609
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,11,Age,18-64 Years,27.6,25.2 to 30.0,2609
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,12,Age,18-64 Years,30.8,28.3 to 33.3,2609
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,1,Age,18-64 Years,33.7,31.0 to 36.4,2609
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,2,Age,18-64 Years,35.0,32.3 to 37.7,2609
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,2,Age,18-49 Years at High Risk,32.3,22.7 to 41.9,216
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,3,Age,18-49 Years at High Risk,32.3,22.7 to 41.9,216
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,5,Age,18-64 Years,34.6,30.7 to 38.5,2649
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,5,Age,18-49 Years at High Risk,39.3,25.6 to 53.0 ‡,183
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,8,Age,18-49 Years at High Risk,NR †,NR †,216
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,7,Age,18-49 Years at High Risk,NR †,NR †,216
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,9,Age,18-49 Years at High Risk,NR †,NR †,216
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,10,Age,18-49 Years at High Risk,16.1,10.6 to 21.6,216
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,11,Age,18-49 Years at High Risk,20.3,13.8 to 26.8,216
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,12,Age,18-49 Years at High Risk,28.0,19.8 to 36.2,216
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,1,Age,18-49 Years at High Risk,29.7,21.1 to 38.3,216
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,2,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",38.0,31.7 to 44.3,692
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,3,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",38.0,31.7 to 44.3,692
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,4,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",38.0,31.7 to 44.3,692
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,5,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",38.0,31.7 to 44.3,692
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,9,Age,50-64 Years,15.0,11.5 to 18.5,602
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,10,Age,50-64 Years,40.1,34.4 to 45.8,602
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,1,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",37.0,30.7 to 43.3,692
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,7,Age,50-64 Years,NR †,NR †,602
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,8,Age,50-64 Years,NR †,NR †,602
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,5,Age,50-64 Years,53.0,47.9 to 58.1,829
Seasonal Influenza,States/Local Areas,Illinois,17,2019-20,4,Age,50-64 Years,53.0,47.9 to 58.1,829
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,10,Age,18-64 Years not at High Risk,19.5,17.1 to 21.9,1941
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,11,Age,18-64 Years not at High Risk,26.1,23.4 to 28.8,1941
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,12,Race and Ethnicity,"Black, Non-Hispanic",34.0,27.3 to 40.7,854
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,1,Race and Ethnicity,"Black, Non-Hispanic",37.1,29.9 to 44.3,854
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,2,Race and Ethnicity,"Black, Non-Hispanic",37.5,30.2 to 44.8,854
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,3,Race and Ethnicity,"Black, Non-Hispanic",38.4,31.1 to 45.7,854
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,4,Race and Ethnicity,"Black, Non-Hispanic",38.5,31.2 to 45.8,854
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,5,Race and Ethnicity,"Black, Non-Hispanic",38.7,31.4 to 46.0,854
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,2,Race and Ethnicity,"White, Non-Hispanic",56.4,53.6 to 59.2,4006
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,7,Race and Ethnicity,"Black, Non-Hispanic",NR †,NR †,870
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,11,Age,18-64 Years,25.4,22.9 to 27.9,2649
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,12,Age,18-64 Years,28.5,25.8 to 31.2,2649
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,1,Age,18-64 Years,31.6,28.7 to 34.5,2649
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,2,Age,18-64 Years,33.1,30.0 to 36.2,2649
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,3,Age,18-64 Years,33.2,30.1 to 36.3,2649
Seasonal Influenza,States/Local Areas,Illinois,17,2012-13,4,Age,18-64 Years,33.4,30.3 to 36.5,2649
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,11,Race and Ethnicity,"White, Non-Hispanic",51.2,48.4 to 54.0,4006
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,10,Race and Ethnicity,"White, Non-Hispanic",42.5,39.9 to 45.1,4006
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,9,Race and Ethnicity,"White, Non-Hispanic",17.2,15.4 to 19.0,4006
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,8,Race and Ethnicity,"White, Non-Hispanic",3.1,2.3 to 3.9,4006
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,10,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",24.7,19.1 to 30.3,692
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,11,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",34.0,27.8 to 40.2,692
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,7,Race and Ethnicity,"White, Non-Hispanic",0.4,0.2 to 0.6,4006
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,12,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",35.9,29.7 to 42.1,692
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,5,Age,18-64 Years at High Risk,54.6,47.7 to 61.5,363
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,1,Race and Ethnicity,"White, Non-Hispanic",55.6,52.8 to 58.4,4006
Seasonal Influenza,States/Local Areas,Illinois,17,2020-21,12,Race and Ethnicity,"White, Non-Hispanic",53.6,50.8 to 56.4,4006
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,4,Age,18-64 Years at High Risk,54.6,47.7 to 61.5,363
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,7,Age,18-64 Years not at High Risk,NR †,NR †,1941
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,8,Age,18-64 Years not at High Risk,NR †,NR †,1941
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,9,Age,18-64 Years not at High Risk,5.7,4.5 to 6.9,1941
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,5,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",44.3,36.8 to 51.8,735
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,7,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR †,NR †,692
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,8,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR †,NR †,692
Seasonal Influenza,States/Local Areas,Illinois,17,2015-16,9,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",8.8,5.7 to 11.9,692
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,2,Race and Ethnicity,"Black, Non-Hispanic",40.2,34.3 to 46.1,1016
Seasonal Influenza,States/Local Areas,Illinois,17,2018-19,10,Age,18-64 Years,19.2,17.4 to 21.0,2768
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,12,Race and Ethnicity,"White, Non-Hispanic",46.6,43.8 to 49.4,4324
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,11,Race and Ethnicity,"White, Non-Hispanic",43.3,40.7 to 45.9,4324
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,10,Race and Ethnicity,"White, Non-Hispanic",32.5,30.0 to 35.0,4324
Seasonal Influenza,States/Local Areas,Illinois,17,2016-17,4,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",43.9,33.7 to 54.1 ‡,676
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,2,Race and Ethnicity,"White, Non-Hispanic",51.7,48.8 to 54.6,4324
Seasonal Influenza,States/Local Areas,Illinois,17,2021-22,1,Race and Ethnicity,"White, Non-Hispanic",49.0,46.2 to 51.8,4324
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,9,Age,18-64 Years not at High Risk,5.0,3.8 to 6.2,2113
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,8,Age,18-64 Years not at High Risk,1.1,0.7 to 1.5,2113
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,10,Age,18-64 Years not at High Risk,18.5,16.3 to 20.7,2113
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,11,Age,18-64 Years not at High Risk,25.2,22.7 to 27.7,2113
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,12,Age,18-64 Years not at High Risk,28.1,25.6 to 30.6,2113
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,1,Age,18-64 Years not at High Risk,29.7,27.0 to 32.4,2113
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,3,Race and Ethnicity,"Black, Non-Hispanic",33.6,28.6 to 38.6,870
Seasonal Influenza,States/Local Areas,Illinois,17,2017-18,2,Race and Ethnicity,"Black, Non-Hispanic",32.9,27.9 to 37.9,870
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,2,Age,18-64 Years not at High Risk,30.8,28.1 to 33.5,2113
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,3,Age,18-64 Years not at High Risk,31.9,29.0 to 34.8,2113
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,2,Age,18-49 Years at High Risk,33.9,25.1 to 42.7,255
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,3,Age,18-49 Years at High Risk,33.9,25.1 to 42.7,255
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,4,Age,18-49 Years at High Risk,33.9,25.1 to 42.7,255
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,5,Age,18-49 Years at High Risk,33.9,25.1 to 42.7,255
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,3,Age,18-64 Years,35.6,32.7 to 38.5,2609
Seasonal Influenza,States/Local Areas,Illinois,17,2013-14,4,Age,18-64 Years,35.7,32.8 to 38.6,2609
Seasonal Influenza,States/Local Areas,Illinois,17,2014-15,7,Age,18-64 Years,NR †,NR †,2805
